date time julian Pres Tair Tdew Dir Spd Gust Cc Cht Vis  Radn   RelH Rain Rain
2017-01-20-03:09 2457774.1312500  994.4 48.1 38.2 157  8.5 11.1   X  M   M     0.0  68.5 0.00 0.01
2017-01-20-03:10 2457774.1319444  994.4 48.0 38.1 150  8.1  9.2   X  M   M     0.0  68.3 0.00 0.01
2017-01-20-03:11 2457774.1326389  994.4 48.1 38.2 148  6.2  7.5   X  M   M     0.0  68.6 0.00 0.01
2017-01-20-03:12 2457774.1333333  994.4 48.1 38.3 147  6.6  7.9   X  M   M     0.0  68.8 0.00 0.01
2017-01-20-03:13 2457774.1340278  994.4 48.0 38.3 146  6.1  6.6   X  M   M     0.0  69.0 0.00 0.01
2017-01-20-03:14 2457774.1347222  994.3 48.0 38.3 150  6.1  6.8   X  M   M     0.0  68.7 0.00 0.01
2017-01-20-03:15 2457774.1354167  994.3 48.0 38.3 158  7.7 10.5   X  M   M     0.0  68.7 0.00 0.01
2017-01-20-03:16 2457774.1361111  994.3 48.0 38.0 170  9.8 11.0   X  M   M     0.0  67.9 0.00 0.01
2017-01-20-03:17 2457774.1368056  994.4 48.0 38.1 158  6.3  7.5   X  M   M     0.0  68.3 0.00 0.01
2017-01-20-03:18 2457774.1375000  994.4 48.1 38.2 166  8.2  9.5   X  M   M     0.0  68.3 0.00 0.01
2017-01-20-03:19 2457774.1381944  994.4 48.0 37.9 156  8.8 10.0   X  M   M     0.0  67.9 0.00 0.01
2017-01-20-03:20 2457774.1388889  994.4 48.1 38.1 164  7.0  8.2   X  M   M     0.0  68.2 0.00 0.01
2017-01-20-03:21 2457774.1395833  994.4 48.1 38.0 157  8.0  9.7   X  M   M     0.0  68.0 0.00 0.01
2017-01-20-03:22 2457774.1402778  994.4 48.0 38.0 172  8.4 10.0   X  M   M     0.0  68.0 0.00 0.01
2017-01-20-03:23 2457774.1409722  994.4 48.1 38.0 158  8.0 10.8   X  M   M     0.0  67.9 0.00 0.01
2017-01-20-03:24 2457774.1416667  994.4 48.0 37.9 156  8.2  9.7   X  M   M     0.0  67.7 0.00 0.01
2017-01-20-03:25 2457774.1423611  994.4 48.1 37.9 161  9.1 10.3   X  M   M     0.0  67.6 0.00 0.01
2017-01-20-03:26 2457774.1430556  994.4 48.1 37.9 165  7.7  9.4   X  M   M     0.0  67.6 0.00 0.01
2017-01-20-03:27 2457774.1437500  994.4 48.1 37.9 163  7.4  8.5   X  M   M     0.0  67.6 0.00 0.01
2017-01-20-03:28 2457774.1444444  994.4 48.1 37.7 167  8.6 10.8   X  M   M     0.0  67.1 0.00 0.01
2017-01-20-03:29 2457774.1451389  994.4 48.1 37.8 182  7.9 10.1   X  M   M     0.0  67.3 0.00 0.01
2017-01-20-03:30 2457774.1458333  994.4 48.1 37.7 171  7.6  8.8   X  M   M     0.0  67.1 0.00 0.01
2017-01-20-03:31 2457774.1465278  994.4 48.2 37.8 166  6.7  7.2   X  M   M     0.0  67.1 0.00 0.01
2017-01-20-03:32 2457774.1472222  994.4 48.2 37.9 171  5.1  6.0   X  M   M     0.0  67.3 0.00 0.01
2017-01-20-03:33 2457774.1479167  994.5 48.2 37.9 147  5.2  6.2   X  M   M     0.0  67.4 0.00 0.01
2017-01-20-03:34 2457774.1486111  994.4 48.2 37.7 161  9.4  9.8   X  M   M     0.0  66.8 0.00 0.01
2017-01-20-03:35 2457774.1493056  994.4 48.2 37.5 163  8.8 11.4   X  M   M     0.0  66.3 0.00 0.01
2017-01-20-03:36 2457774.1500000  994.4 48.2 37.6 159  8.6  9.5   X  M   M     0.0  66.4 0.00 0.01
2017-01-20-03:37 2457774.1506944  994.5 48.3 37.6 169  8.3  9.2   X  M   M     0.0  66.4 0.00 0.01
2017-01-20-03:38 2457774.1513889  994.5 48.3 37.5 167  9.3 10.3   X  M   M     0.0  66.1 0.00 0.01
2017-01-20-03:39 2457774.1520833  994.5 48.2 37.5 155  7.7 12.3   X  M   M     0.0  66.1 0.00 0.01
2017-01-20-03:40 2457774.1527778  994.5 48.3 37.4 166  9.5 11.3   X  M   M     0.0  66.0 0.00 0.01
2017-01-20-03:41 2457774.1534722  994.5 48.2 37.4 154  8.1 10.4   X  M   M     0.0  65.9 0.00 0.01
2017-01-20-03:42 2457774.1541667  994.5 48.2 37.3 153  7.9  8.9   X  M   M     0.0  65.7 0.00 0.01
